manufacturer,model,category,modes_json,weight_kg,dimensions_length_mm,dimensions_width_mm,dimensions_height_mm,brightness_value,brightness_unit,power_voltage_range,power_avg_w,power_max_w,power_avg_a,power_max_a,connectivity_data_in,connectivity_data_out,connectivity_power_in,connectivity_power_out,sources_json,notes
Generic,Generic Moving Head Spot 052,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,25200,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 053,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,25500,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 054,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24000,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 055,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24300,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 056,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24600,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 057,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24900,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 058,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,25200,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 059,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,25500,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 060,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24000,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 061,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24300,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 062,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24600,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 063,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24900,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 064,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,25200,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 065,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,25500,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 066,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24000,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 067,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24300,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 068,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24600,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 069,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24900,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 070,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,25200,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 001,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,16300,lm,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 002,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,16600,lm,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 003,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,16900,lm,"100-240V AC, 50/60Hz",122.5,350,0.53,1.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 004,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,17200,lm,"100-240V AC, 50/60Hz",126.0,360,0.55,1.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 005,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,17500,lm,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 006,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,16000,lm,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 007,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,16300,lm,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 008,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,16600,lm,"100-240V AC, 50/60Hz",122.5,350,0.53,1.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 009,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,16900,lm,"100-240V AC, 50/60Hz",126.0,360,0.55,1.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 010,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,17200,lm,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 011,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,17500,lm,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 012,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,16000,lm,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 013,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,16300,lm,"100-240V AC, 50/60Hz",122.5,350,0.53,1.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 014,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,16600,lm,"100-240V AC, 50/60Hz",126.0,360,0.55,1.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 015,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,16900,lm,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 016,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,17200,lm,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 017,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,17500,lm,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 018,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,16000,lm,"100-240V AC, 50/60Hz",122.5,350,0.53,1.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 019,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,16300,lm,"100-240V AC, 50/60Hz",126.0,360,0.55,1.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 020,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,16600,lm,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 021,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,16900,lm,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 022,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,17200,lm,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 023,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,17500,lm,"100-240V AC, 50/60Hz",122.5,350,0.53,1.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 024,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,16000,lm,"100-240V AC, 50/60Hz",126.0,360,0.55,1.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 025,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,16300,lm,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 026,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,16600,lm,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 027,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,16900,lm,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 028,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,17200,lm,"100-240V AC, 50/60Hz",122.5,350,0.53,1.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 029,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,17500,lm,"100-240V AC, 50/60Hz",126.0,360,0.55,1.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 030,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,16000,lm,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 031,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,16300,lm,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 032,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.5,310,240,430,16600,lm,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 033,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",12.8,310,240,430,16900,lm,"100-240V AC, 50/60Hz",122.5,350,0.53,1.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 034,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.1,310,240,430,17200,lm,"100-240V AC, 50/60Hz",126.0,360,0.55,1.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Wash Zoom 035,Wash,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":18},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":36}]",13.4,310,240,430,17500,lm,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
GLP,Force 120,Wash,"[{""name"":""Extended"",""channels"":5},{""name"":""Normal"",""channels"":8},{""name"":""Extended Legacy"",""channels"":5},{""name"":""Normal Legacy"",""channels"":8}]",94,1400,1400,400,,,,,1000,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://glp.de/en/products/stage-effects-root/stage-effects/force-120-en""},{""type"":""manual"",""ref"":""https://glp.de/files/products/force-120-product-data/Force_120_1.5_en-us.pdf""}]",
GLP,impression FR1,Spot,"[{""name"":""Normal"",""channels"":16}]",4,190,355,140,,,,,80,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://glp.de/en/products/entertainment-lighting/moving-lights/impression-fr1-en""},{""type"":""manual"",""ref"":""https://glp.de/files/products/impression-fr1-product-data/GLP_impression_FR1_User_Manual_EN_Rev_G_20201208.pdf""}]",
GLP,impression Laser,Laser,"[{""name"":""Normal"",""channels"":20}]",7.5,340,145,370,,,,,170,,,DMX 3-pin,,PowerCON,,"[{""type"":""manual"",""ref"":""https://www.glp.de/de/produkte?format=raw&task=download&fid=65""}]",
GLP,impression Spot One,Spot,"[{""name"":""Normal 24-channel"",""channels"":24},{""name"":""Compress 20-channel"",""channels"":20},{""name"":""Extended 31-channel"",""channels"":31}]",23,472,618,230,,,,,700,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://glp.de/en/products/discontinued/impression-spot-one-en""},{""type"":""manual"",""ref"":""https://glp.de/files/products/impression-spot-one-product-data/Impression_SpotOne_Manual_V1.97_EN.PDF""}]",
GLP,Impression X4 Bar 10,Strobe,"[{""name"":""Normal"",""channels"":33},{""name"":""Compressed"",""channels"":19},{""name"":""High Resolution"",""channels"":34},{""name"":""Dual Pixel"",""channels"":9},{""name"":""Dual Pixel High Resolution"",""channels"":10},{""name"":""Single Pixel"",""channels"":9},{""name"":""Single Pixel High Resolution"",""channels"":10}]",8,500,240,100,,,,,200,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://glp.de/en/products/entertainment-lighting/moving-lights/impression-x4-bar-10-en""},{""type"":""manual"",""ref"":""https://glp.de/files/products/impression-x4-bar-10-product-data/impression_X4_Bar_10_Manual_v1.8_EN.pdf""}]",
GLP,JDC1,Strobe,"[{""name"":""Compressed Pro 14-channel"",""channels"":14},{""name"":""Normal 23-channel"",""channels"":23},{""name"":""SPix 68-channel"",""channels"":22},{""name"":""SPix Pro 62-channel"",""channels"":16},{""name"":""1Pix Pro 17-channel"",""channels"":17},{""name"":""Easy 11-channel"",""channels"":11}]",12,390,284,154,,,,,1200,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://glp.de/en/products/entertainment-lighting/strobes/jdc1-en""},{""type"":""manual"",""ref"":""https://glp.de/files/products/jdc1-product-data/GLP_JDC1_User_Manual_EN_Rev20240830-01.pdf""}]",
GLP,KNV Arc,Strobe,"[{""name"":""RGBW 16-bit"",""channels"":10},{""name"":""White strobe with FX, RGB with FX"",""channels"":23},{""name"":""RGB strobe with FX, White 25-pixel"",""channels"":16},{""name"":""White strobe with FX, RGB 25-pixel"",""channels"":12},{""name"":""Multi-layer RGBW with FX"",""channels"":35},{""name"":""RGBW 25-pixel 8-bit"",""channels"":3},{""name"":""RGBW 25-pixel 16-bit"",""channels"":3}]",9.7,250,250,180,55030,lm,,,800,,,,,PowerCON TRUE1,PowerCON TRUE1,"[{""type"":""datasheet"",""ref"":""https://glp.de/en/products/entertainment-lighting/creative-led-system/knv-arc-en""},{""type"":""manual"",""ref"":""https://glp.de/files/products/knv-arc-product-data/KNV_CA_User_Manual_EN_Rev.B_SW_14.8_20190704.pdf""}]",
